full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.rings.padics.pow_computer.PowComputer_class,PowComputer_class,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext,pow_computer_ext,rustmath-padics,FULL,Module structure in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX,PowComputer_ZZ_pX,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_FM,PowComputer_ZZ_pX_FM,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_FM_Eis,PowComputer_ZZ_pX_FM_Eis,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_big,PowComputer_ZZ_pX_big,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_big_Eis,PowComputer_ZZ_pX_big_Eis,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_small,PowComputer_ZZ_pX_small,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ZZ_pX_small_Eis,PowComputer_ZZ_pX_small_Eis,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ext,PowComputer_ext,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.PowComputer_ext_maker,PowComputer_ext_maker,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.pow_computer_ext.ZZ_pX_eis_shift_test,ZZ_pX_eis_shift_test,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.padics.precision_error,precision_error,rustmath-padics,FULL,Module structure in rustmath-padics
sage.rings.padics.tutorial,tutorial,rustmath-padics,FULL,Module structure in rustmath-padics
sage.rings.padics.unramified_extension_generic,unramified_extension_generic,rustmath-padics,FULL,Module structure in rustmath-padics
sage.rings.padics.unramified_extension_generic.UnramifiedExtensionGeneric,UnramifiedExtensionGeneric,rustmath-padics,FULL,Implemented in rustmath-padics
sage.rings.polynomial.complex_roots,complex_roots,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.complex_roots.complex_roots,complex_roots,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.complex_roots.interval_roots,interval_roots,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.complex_roots.intervals_disjoint,intervals_disjoint,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.convolution,convolution,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.convolution.convolution,convolution,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.cyclotomic,cyclotomic,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.cyclotomic.bateman_bound,bateman_bound,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.cyclotomic.cyclotomic_coeffs,cyclotomic_coeffs,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.cyclotomic.cyclotomic_value,cyclotomic_value,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.flatten,flatten,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.flatten.FlatteningMorphism,FlatteningMorphism,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.flatten.FractionSpecializationMorphism,FractionSpecializationMorphism,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.flatten.SpecializationMorphism,SpecializationMorphism,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.flatten.UnflatteningMorphism,UnflatteningMorphism,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan,groebner_fan,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.groebner_fan.GroebnerFan,GroebnerFan,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.InitialForm,InitialForm,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.PolyhedralCone,PolyhedralCone,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.PolyhedralFan,PolyhedralFan,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.ReducedGroebnerBasis,ReducedGroebnerBasis,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.TropicalPrevariety,TropicalPrevariety,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.ideal_to_gfan_format,ideal_to_gfan_format,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.max_degree,max_degree,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.prefix_check,prefix_check,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.ring_to_gfan_format,ring_to_gfan_format,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.groebner_fan.verts_for_normal,verts_for_normal,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.hilbert,hilbert,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.hilbert.Node,Node,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.hilbert.first_hilbert_series,first_hilbert_series,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.hilbert.hilbert_poincare_series,hilbert_poincare_series,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ideal,ideal,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.ideal.Ideal_1poly_field,Ideal_1poly_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_element,infinite_polynomial_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial,InfinitePolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial_dense,InfinitePolynomial_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial_sparse,InfinitePolynomial_sparse,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring,infinite_polynomial_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.GenDictWithBasering,GenDictWithBasering,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.InfiniteGenDict,InfiniteGenDict,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialGen,InfinitePolynomialGen,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRingFactory,InfinitePolynomialRingFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRing_dense,InfinitePolynomialRing_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRing_sparse,InfinitePolynomialRing_sparse,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials,integer_valued_polynomials,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.Bases,Bases,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.Binomial,Binomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.Element,Element,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.ElementMethods,ElementMethods,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.IntegerValuedPolynomialRing,IntegerValuedPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.ParentMethods,ParentMethods,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.integer_valued_polynomials.Shifted,Shifted,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial,laurent_polynomial,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial.LaurentPolynomial,LaurentPolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial.LaurentPolynomial_univariate,LaurentPolynomial_univariate,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring,laurent_polynomial_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing,LaurentPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing_mpair,LaurentPolynomialRing_mpair,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing_univariate,LaurentPolynomialRing_univariate,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring.from_fraction_field,from_fraction_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring.is_LaurentPolynomialRing,is_LaurentPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring_base,laurent_polynomial_ring_base,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.laurent_polynomial_ring_base.LaurentPolynomialRing_generic,LaurentPolynomialRing_generic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.msolve,msolve,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.msolve.groebner_basis_degrevlex,groebner_basis_degrevlex,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.msolve.variety,variety,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial,multi_polynomial,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial.MPolynomial,MPolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial.MPolynomial_libsingular,MPolynomial_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial.is_MPolynomial,is_MPolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_element,multi_polynomial_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_element.MPolynomial_element,MPolynomial_element,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_element.MPolynomial_polydict,MPolynomial_polydict,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_element.degree_lowest_rational_function,degree_lowest_rational_function,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal,multi_polynomial_ideal,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal,MPolynomialIdeal,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_macaulay2_repr,MPolynomialIdeal_macaulay2_repr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_magma_repr,MPolynomialIdeal_magma_repr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_quotient,MPolynomialIdeal_quotient,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_singular_base_repr,MPolynomialIdeal_singular_base_repr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_singular_repr,MPolynomialIdeal_singular_repr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.NCPolynomialIdeal,NCPolynomialIdeal,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.RequireField,RequireField,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.basis,basis,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.is_MPolynomialIdeal,is_MPolynomialIdeal,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal.require_field,require_field,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal_libsingular,multi_polynomial_ideal_libsingular,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal_libsingular.interred_libsingular,interred_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal_libsingular.kbase_libsingular,kbase_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal_libsingular.slimgb_libsingular,slimgb_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ideal_libsingular.std_libsingular,std_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_libsingular,multi_polynomial_libsingular,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_libsingular.MPolynomialRing_libsingular,MPolynomialRing_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_libsingular.MPolynomial_libsingular,MPolynomial_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_libsingular.unpickle_MPolynomialRing_libsingular,unpickle_MPolynomialRing_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_libsingular.unpickle_MPolynomial_libsingular,unpickle_MPolynomial_libsingular,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring,multi_polynomial_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_macaulay2_repr,MPolynomialRing_macaulay2_repr,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_polydict,MPolynomialRing_polydict,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_polydict_domain,MPolynomialRing_polydict_domain,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base,multi_polynomial_ring_base,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base.BooleanPolynomialRing_base,BooleanPolynomialRing_base,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base.MPolynomialRing_base,MPolynomialRing_base,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base.is_MPolynomialRing,is_MPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base.unpickle_MPolynomialRing_generic,unpickle_MPolynomialRing_generic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_ring_base.unpickle_MPolynomialRing_generic_v1,unpickle_MPolynomialRing_generic_v1,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence,multi_polynomial_sequence,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence,PolynomialSequence,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_generic,PolynomialSequence_generic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_gf2,PolynomialSequence_gf2,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_gf2e,PolynomialSequence_gf2e,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.multi_polynomial_sequence.is_PolynomialSequence,is_PolynomialSequence,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.omega,omega,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.omega.MacMahonOmega,MacMahonOmega,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.omega.Omega_ge,Omega_ge,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.omega.homogeneous_symmetric_function,homogeneous_symmetric_function,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_element,ore_function_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.ore_function_element.ConstantOreFunctionSection,ConstantOreFunctionSection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_element.OreFunction,OreFunction,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_element.OreFunctionBaseringInjection,OreFunctionBaseringInjection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_element.OreFunction_with_large_center,OreFunction_with_large_center,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_field,ore_function_field,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.ore_function_field.OreFunctionCenterInjection,OreFunctionCenterInjection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_field.OreFunctionField,OreFunctionField,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_field.OreFunctionField_with_large_center,OreFunctionField_with_large_center,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_function_field.SectionOreFunctionCenterInjection,SectionOreFunctionCenterInjection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_element,ore_polynomial_element,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_element.ConstantOrePolynomialSection,ConstantOrePolynomialSection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_element.OrePolynomial,OrePolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_element.OrePolynomialBaseringInjection,OrePolynomialBaseringInjection,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_element.OrePolynomial_generic_dense,OrePolynomial_generic_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_ring,ore_polynomial_ring,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.ore_polynomial_ring.OrePolynomialRing,OrePolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic,polynomial_padic,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic.Polynomial_padic,Polynomial_padic,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic_capped_relative_dense,polynomial_padic_capped_relative_dense,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic_capped_relative_dense.Polynomial_padic_capped_relative_dense,Polynomial_padic_capped_relative_dense,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic_capped_relative_dense.make_padic_poly,make_padic_poly,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic_flat,polynomial_padic_flat,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.padics.polynomial_padic_flat.Polynomial_padic_flat,Polynomial_padic_flat,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori,pbori,rustmath-polynomials,FULL,Module structure in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleConstant,BooleConstant,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleSet,BooleSet,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleSetIterator,BooleSetIterator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanMonomial,BooleanMonomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanMonomialIterator,BooleanMonomialIterator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanMonomialMonoid,BooleanMonomialMonoid,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanMonomialVariableIterator,BooleanMonomialVariableIterator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanMulAction,BooleanMulAction,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomial,BooleanPolynomial,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialEntry,BooleanPolynomialEntry,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialIdeal,BooleanPolynomialIdeal,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialIterator,BooleanPolynomialIterator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialRing,BooleanPolynomialRing,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialVector,BooleanPolynomialVector,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.BooleanPolynomialVectorIterator,BooleanPolynomialVectorIterator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.CCuddNavigator,CCuddNavigator,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.FGLMStrategy,FGLMStrategy,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.GroebnerStrategy,GroebnerStrategy,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.MonomialConstruct,MonomialConstruct,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.MonomialFactory,MonomialFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.PolynomialConstruct,PolynomialConstruct,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.PolynomialFactory,PolynomialFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.ReductionStrategy,ReductionStrategy,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.TermOrder_from_pb_order,TermOrder_from_pb_order,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.VariableBlock,VariableBlock,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.VariableConstruct,VariableConstruct,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.VariableFactory,VariableFactory,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.add_up_polynomials,add_up_polynomials,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.contained_vars,contained_vars,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.easy_linear_factors,easy_linear_factors,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.gauss_on_polys,gauss_on_polys,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.get_var_mapping,get_var_mapping,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.if_then_else,if_then_else,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.interpolate,interpolate,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.interpolate_smallest_lex,interpolate_smallest_lex,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.ll_red_nf_noredsb,ll_red_nf_noredsb,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.ll_red_nf_noredsb_single_recursive_call,ll_red_nf_noredsb_single_recursive_call,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.ll_red_nf_redsb,ll_red_nf_redsb,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.map_every_x_to_x_plus_one,map_every_x_to_x_plus_one,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.mod_mon_set,mod_mon_set,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.mod_var_set,mod_var_set,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.mult_fact_sim_C,mult_fact_sim_C,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.nf3,nf3,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.p,p,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.parallel_reduce,parallel_reduce,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.random_set,random_set,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
sage.rings.polynomial.pbori.pbori.recursively_insert,recursively_insert,rustmath-polynomials,FULL,Implemented in rustmath-polynomials
